FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
rh-standard-eula-2019.license,SPDXRef-item2673,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-rh-eula-lgpl AND   
  LicenseRef-fossology-See-URL",NOASSERTION
rh-ubi-eula-2019.license,SPDXRef-item3086,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-rh-eula-lgpl AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
ricebsd.license,SPDXRef-item5055,NOASSERTION,,"  
  BSD-3-Clause AND   
  LicenseRef-fossology-WebM AND       
  LicenseRef-scancode-ricebsd",NOASSERTION
richard-black.license,SPDXRef-item3539,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-richard-black",NOASSERTION
ricoh-1.0.license,SPDXRef-item5219,NOASSERTION,,"  
  RSCPL AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
ricohpl-php.license,SPDXRef-item2901,NOASSERTION,,"  
  RSCPL",NOASSERTION
riverbank-sip.license,SPDXRef-item4986,NOASSERTION,,"      
  LicenseRef-scancode-riverbank-sip AND   
  LicenseRef-fossology-Riverbank-EULA AND   
  LicenseRef-fossology-Python-style",NOASSERTION
robert-hubley.license,SPDXRef-item2779,NOASSERTION,,"  
  GPL-2.0-only",NOASSERTION
rockchip-proprietary-2022.license,SPDXRef-item4126,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
rogue-wave.license,SPDXRef-item4729,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-rogue-wave",NOASSERTION
rpl-1.1.license,SPDXRef-item2724,NOASSERTION,,"  
  RPL-1.5 AND   
  LicenseRef-fossology-RPL AND   
  RPL-1.1",NOASSERTION
rpl-1.5.license,SPDXRef-item3124,NOASSERTION,,"  
  LicenseRef-fossology-RPL AND       
  LicenseRef-scancode-unknown-license-reference AND   
  RPL-1.5 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
rpsl-1.0.license,SPDXRef-item5154,NOASSERTION,,"  
  RPSL-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
rrdtool-floss-exception-2.0.license,SPDXRef-item3409,NOASSERTION,,"  
  LicenseRef-fossology-MySQL-style AND   
  GPL-2.0-only AND   
  MIT AND       
  LicenseRef-scancode-rrdtool-floss-exception-2.0 AND   
  LicenseRef-fossology-LGPL-1.0-only AND   
  CPL-1.0 AND   
  LicenseRef-fossology-PHP AND   
  LicenseRef-fossology-MPL",NOASSERTION
rsa-1990.license,SPDXRef-item2771,NOASSERTION,,"  
  LicenseRef-fossology-RSA-possibility AND       
  LicenseRef-scancode-rsa-md2",NOASSERTION
rsa-cryptoki.license,SPDXRef-item3814,NOASSERTION,,"      
  LicenseRef-scancode-rsa-cryptoki AND   
  LicenseRef-fossology-RSA-Cryptoki",NOASSERTION
rsa-demo.license,SPDXRef-item3699,NOASSERTION,,"      
  LicenseRef-scancode-rsa-demo AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
rsa-md2.license,SPDXRef-item4436,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-rsa-md2",NOASSERTION
rsa-md4.license,SPDXRef-item3128,NOASSERTION,,"  
  RSA-MD AND       
  LicenseRef-scancode-rsa-md4",NOASSERTION
rsa-md5.license,SPDXRef-item4386,NOASSERTION,,"  
  RSA-MD",NOASSERTION
rsa-proprietary.license,SPDXRef-item4531,NOASSERTION,,"  
  LicenseRef-fossology-RSA-possibility AND       
  LicenseRef-scancode-rsa-proprietary",NOASSERTION
rsalv2.license,SPDXRef-item4920,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense AND   
  Elastic-2.0",NOASSERTION
rtools-util.license,SPDXRef-item3167,NOASSERTION,,"      
  LicenseRef-scancode-rtools-util",NOASSERTION
ruby-pty.license,SPDXRef-item3150,NOASSERTION,,"      
  LicenseRef-scancode-other-permissive AND   
  Ruby",NOASSERTION
ruby.license,SPDXRef-item3848,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  BSD-2-Clause AND   
  Ruby AND       
  LicenseRef-scancode-unknown-license-reference AND   
  GPL-1.0-or-later",NOASSERTION
rubyencoder-commercial.license,SPDXRef-item5169,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-rubyencoder-commercial",NOASSERTION
rubyencoder-loader.license,SPDXRef-item4134,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-rubyencoder-loader",NOASSERTION
rute.license,SPDXRef-item3126,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-rute",NOASSERTION
rxtx-exception-lgpl-2.1.license,SPDXRef-item3102,NOASSERTION,,"      
  LicenseRef-scancode-rxtx-exception-lgpl-2.1 AND   
  LGPL-2.1-or-later AND   
  LGPL-2.1-only",NOASSERTION
ryszard-szopa.license,SPDXRef-item3746,NOASSERTION,,"      
  LicenseRef-scancode-ryszard-szopa",NOASSERTION
saas-mit.license,SPDXRef-item5060,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-saas-mit",NOASSERTION
saf.license,SPDXRef-item3177,NOASSERTION,,"  
  LicenseRef-fossology-ATT-style AND       
  LicenseRef-scancode-saf",NOASSERTION
safecopy-eula.license,SPDXRef-item3099,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-safecopy-eula",NOASSERTION
san-francisco-font.license,SPDXRef-item4112,NOASSERTION,,"  
  LicenseRef-fossology-Apple-EULA AND   
  Intel AND       
  LicenseRef-scancode-san-francisco-font",NOASSERTION
sandeep.license,SPDXRef-item2887,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-sandeep",NOASSERTION
sane-exception-2.0-plus.license,SPDXRef-item5057,NOASSERTION,,"      
  LicenseRef-scancode-sane-exception-2.0-plus AND   
  SANE-exception AND   
  GPL-2.0-or-later AND   
  GPL-2.0-only AND   
  LicenseRef-fossology-linking-exception",NOASSERTION
sash.license,SPDXRef-item4338,NOASSERTION,,"      
  LicenseRef-scancode-sash AND   
  LicenseRef-fossology-Freeware",NOASSERTION
sata.license,SPDXRef-item5036,NOASSERTION,,"      
  LicenseRef-scancode-sata AND   
  MIT",NOASSERTION
sax-pd-2.0.license,SPDXRef-item4488,NOASSERTION,,"  
  SAX-PD AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain",NOASSERTION
sax-pd.license,SPDXRef-item4691,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND   
  SAX-PD",NOASSERTION
saxix-mit.license,SPDXRef-item3684,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
saxpath.license,SPDXRef-item3763,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-BSD-style AND   
  Saxpath AND   
  Apache-1.1 AND   
  LicenseRef-fossology-GPL",NOASSERTION
sbia-b.license,SPDXRef-item4223,NOASSERTION,,"      
  LicenseRef-scancode-sbia-b AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
scancode-acknowledgment.license,SPDXRef-item3709,NOASSERTION,,"      
  LicenseRef-scancode-scancode-acknowledgment",NOASSERTION
scanlogd-license.license,SPDXRef-item3740,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-scanlogd-license AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
scansoft-1.2.license,SPDXRef-item4434,NOASSERTION,,"  
  BSD-3-Clause AND       
  LicenseRef-scancode-scansoft-1.2",NOASSERTION
scea-1.0.license,SPDXRef-item3000,NOASSERTION,,"  
  SCEA AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
schemereport.license,SPDXRef-item3194,NOASSERTION,,"  
  SchemeReport",NOASSERTION
scilab-en-2005.license,SPDXRef-item3717,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND   
  CECILL-1.1 AND       
  LicenseRef-scancode-scilab-en",NOASSERTION
scilab-fr.license,SPDXRef-item5105,NOASSERTION,,"  
  LicenseRef-fossology-FSF-possibility AND   
  CECILL-1.1 AND       
  LicenseRef-scancode-scilab-fr",NOASSERTION
scintilla.license,SPDXRef-item3300,NOASSERTION,,"  
  HPND-Pbmplus AND       
  LicenseRef-scancode-scintilla AND   
  LicenseRef-fossology-MIT-CMU-style",NOASSERTION
scola-en.license,SPDXRef-item3408,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-scola-en",NOASSERTION
scola-fr.license,SPDXRef-item3518,NOASSERTION,,"      
  LicenseRef-scancode-scola-fr",NOASSERTION
scribbles.license,SPDXRef-item3428,NOASSERTION,,"      
  LicenseRef-scancode-scribbles AND   
  LicenseRef-fossology-HP-possibility",NOASSERTION
script-asylum.license,SPDXRef-item3559,NOASSERTION,,"      
  LicenseRef-scancode-script-asylum",NOASSERTION
script-nikhilk.license,SPDXRef-item3063,NOASSERTION,,"      
  LicenseRef-scancode-script-nikhilk AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
scrub.license,SPDXRef-item4685,NOASSERTION,,"      
  LicenseRef-scancode-scrub",NOASSERTION
scsl-3.0.license,SPDXRef-item4700,NOASSERTION,,"      
  LicenseRef-scancode-scsl-3.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Sun-possibility",NOASSERTION
secret-labs-2011.license,SPDXRef-item2890,NOASSERTION,,"      
  LicenseRef-scancode-secret-labs-2011 AND   
  MIT-CMU AND   
  LicenseRef-fossology-MIT-CMU-style",NOASSERTION
see-license.license,SPDXRef-item2908,NOASSERTION,,"  
  LicenseRef-fossology-See-file AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
selinux-nsa-declaration-1.0.license,SPDXRef-item2761,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND   
  LicenseRef-fossology-Public-domain AND   
  libselinux-1.0",NOASSERTION
semgrep-registry.license,SPDXRef-item4674,NOASSERTION,,"  
  Elastic-2.0 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
sencha-app-floss-exception.license,SPDXRef-item3599,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-sencha-app-floss-exception AND   
  LicenseRef-fossology-MPL AND   
  CDDL-1.0 AND   
  NCSA AND   
  GPL-3.0-only AND   
  LicenseRef-fossology-GPL AND   
  Apache-2.0 AND   
  LicenseRef-fossology-PHP AND   
  LicenseRef-fossology-MySQL-style AND   
  LGPL-3.0-only AND   
  MIT AND   
  W3C AND   
  LicenseRef-fossology-Zimbra AND   
  EUPL-1.1",NOASSERTION
sencha-commercial-3.17.license,SPDXRef-item3832,NOASSERTION,,"      
  LicenseRef-scancode-sencha-commercial-3.17 AND   
  GPL-3.0-only AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
sencha-commercial-3.9.license,SPDXRef-item4000,NOASSERTION,,"      
  LicenseRef-scancode-sencha-commercial-3.9 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  GPL-3.0-only",NOASSERTION
sencha-commercial.license,SPDXRef-item3274,NOASSERTION,,"  
  GPL-3.0-only AND       
  LicenseRef-scancode-sencha-commercial AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
sencha-dev-floss-exception.license,SPDXRef-item4081,NOASSERTION,,"  
  Python-2.0 AND   
  GPL-3.0-only AND       
  LicenseRef-scancode-sencha-dev-floss-exception AND   
  Apache-2.0 AND       
  LicenseRef-scancode-free-unknown AND   
  LicenseRef-fossology-PHP AND   
  Artistic-1.0 AND   
  CDDL-1.0 AND   
  LicenseRef-fossology-Zimbra AND   
  LicenseRef-fossology-MPL AND   
  LGPL-3.0-only AND   
  W3C AND   
  EUPL-1.1 AND   
  ZPL-2.0 AND   
  MIT AND   
  NCSA",NOASSERTION
sendmail-8.23.license,SPDXRef-item4742,NOASSERTION,,"  
  Sendmail-8.23 AND   
  Sendmail AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
sendmail.license,SPDXRef-item3598,NOASSERTION,,"  
  Sendmail AND   
  BSD-3-Clause",NOASSERTION
service-comp-arch.license,SPDXRef-item4475,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-service-comp-arch",NOASSERTION
sfl-license.license,SPDXRef-item3869,NOASSERTION,,"  
  Artistic-1.0 AND   
  iMatix AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-GPL",NOASSERTION
sgi-cid-1.0.license,SPDXRef-item3415,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-sgi-cid-1.0 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
sgi-freeb-1.1.license,SPDXRef-item5097,NOASSERTION,,"  
  SGI-B-2.0 AND   
  SGI-B-1.1",NOASSERTION
sgi-freeb-2.0.license,SPDXRef-item3929,NOASSERTION,,"  
  MIT AND   
  X11 AND   
  X11-distribute-modifications-variant AND   
  SGI-B-2.0",NOASSERTION
sgi-fslb-1.0.license,SPDXRef-item3644,NOASSERTION,,"  
  SGI-B-1.0",NOASSERTION
sgi-glx-1.0.license,SPDXRef-item4173,NOASSERTION,,"      
  LicenseRef-scancode-sgi-glx-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-SGI_GLX-1.0",NOASSERTION
sglib.license,SPDXRef-item5024,NOASSERTION,,"      
  LicenseRef-scancode-sglib AND   
  LicenseRef-fossology-GPL",NOASSERTION
sgp4.license,SPDXRef-item2632,NOASSERTION,,"  
  LicenseRef-fossology-PHP-possibility AND   
  SGP4",NOASSERTION
sh-cla-1.1.license,SPDXRef-item3007,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND   
  LicenseRef-fossology-See-file AND       
  LicenseRef-scancode-generic-cla",NOASSERTION
shavlik-eula.license,SPDXRef-item4308,NOASSERTION,,"      
  LicenseRef-scancode-shavlik-eula AND   
  LicenseRef-fossology-GPL",NOASSERTION
shital-shah.license,SPDXRef-item4828,NOASSERTION,,"      
  LicenseRef-scancode-shital-shah",NOASSERTION
shl-0.5.license,SPDXRef-item3863,NOASSERTION,,"  
  SHL-0.5 AND   
  Apache-2.0 AND   
  BSD-3-Clause",NOASSERTION
shl-0.51.license,SPDXRef-item4658,NOASSERTION,,"  
  BSD-3-Clause AND   
  SHL-0.51 AND   
  Apache-2.0",NOASSERTION
shl-2.0.license,SPDXRef-item4294,NOASSERTION,,"  
  SHL-2.0 AND   
  Apache-2.0",NOASSERTION
shl-2.1.license,SPDXRef-item2993,NOASSERTION,,"  
  SHL-2.1 AND   
  LicenseRef-fossology-Dual-license AND   
  Apache-2.0",NOASSERTION
signal-gpl-3.0-exception.license,SPDXRef-item4032,NOASSERTION,,"      
  LicenseRef-scancode-signal-gpl-3.0-exception AND   
  GPL-3.0-only AND   
  MPL-2.0",NOASSERTION
silicon-image-2007.license,SPDXRef-item4079,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license",NOASSERTION
simpl-1.1.license,SPDXRef-item4423,NOASSERTION,,"  
  SimPL-2.0 AND       
  LicenseRef-scancode-simpl-1.1 AND   
  LicenseRef-fossology-W3C-style",NOASSERTION
simpl-2-0-html.license,SPDXRef-item3278,NOASSERTION,,"  
  SimPL-2.0",NOASSERTION
simpl-2.0.license,SPDXRef-item5151,NOASSERTION,,"  
  SimPL-2.0 AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
six-labors-split-1.0.license,SPDXRef-item4073,NOASSERTION,,"      
  LicenseRef-scancode-unknown AND   
  Apache-2.0 AND       
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
skip-2014.license,SPDXRef-item2704,NOASSERTION,,"  
  CC-BY-SA-4.0",NOASSERTION
sl.license,SPDXRef-item3585,NOASSERTION,,"  
  SL AND   
  LicenseRef-fossology-See-URL",NOASSERTION
sleepycat-php.license,SPDXRef-item3031,NOASSERTION,,"  
  Sleepycat AND   
  BSD-3-Clause",NOASSERTION
sleepycat.license,SPDXRef-item3540,NOASSERTION,,"  
  Sleepycat AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
slf4j-2005.license,SPDXRef-item4089,NOASSERTION,,"  
  Clips AND   
  ICU AND   
  LicenseRef-fossology-MIT-style",NOASSERTION
slf4j-2008.license,SPDXRef-item4657,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  MIT",NOASSERTION
slint-commercial-2.0.license,SPDXRef-item4684,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
slint-royalty-free-1.0.license,SPDXRef-item4583,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-warranty-disclaimer AND   
  LicenseRef-fossology-Public-domain AND   
  GPL-3.0-only AND   
  GPL-3.0-or-later",NOASSERTION
slysoft-eula.license,SPDXRef-item3077,NOASSERTION,,"      
  LicenseRef-scancode-slysoft-eula AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
smail-gpl.license,SPDXRef-item3052,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  GPL-1.0-only AND       
  LicenseRef-scancode-smail-gpl",NOASSERTION
smartlabs-freeware.license,SPDXRef-item2974,NOASSERTION,,"      
  LicenseRef-scancode-smartlabs-freeware AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
smppl.license,SPDXRef-item3607,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  SMPPL",NOASSERTION
smsc-non-commercial-2012.license,SPDXRef-item4544,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-smsc-non-commercial-2012 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
snapeda-design-exception-1.0.license,SPDXRef-item4147,NOASSERTION,,"      
  LicenseRef-scancode-snapeda-design-exception-1.0",NOASSERTION
snia.license,SPDXRef-item5014,NOASSERTION,,"  
  SNIA AND   
  GPL-1.0-or-later AND   
  MPL-1.1 AND   
  LicenseRef-fossology-SNIA-1.0 AND   
  LicenseRef-fossology-MPL",NOASSERTION
snmp4j-smi.license,SPDXRef-item2927,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-snmp4j-smi",NOASSERTION
snprintf.license,SPDXRef-item3270,NOASSERTION,,"      
  LicenseRef-scancode-snprintf AND   
  LicenseRef-fossology-Freeware",NOASSERTION
softerra-ldap-browser-eula.license,SPDXRef-item2849,NOASSERTION,,"  
  Intel AND       
  LicenseRef-scancode-softerra-ldap-browser-eula",NOASSERTION
softfloat-2.0.license,SPDXRef-item4786,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-softfloat-2.0",NOASSERTION
softfloat-2c.license,SPDXRef-item4608,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-softfloat",NOASSERTION
softfloat.license,SPDXRef-item3487,NOASSERTION,,"  
  LicenseRef-fossology-BSD-possibility AND       
  LicenseRef-scancode-softfloat",NOASSERTION
softsurfer.license,SPDXRef-item4767,NOASSERTION,,"      
  LicenseRef-scancode-softsurfer",NOASSERTION
solace-software-eula-2020.license,SPDXRef-item2958,NOASSERTION,,"  
  LicenseRef-fossology-See-file AND       
  LicenseRef-scancode-solace-software-eula-2020 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
soml-1.0.license,SPDXRef-item4763,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown AND       
  LicenseRef-scancode-proprietary-license AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
soundex.license,SPDXRef-item2910,NOASSERTION,,"      
  LicenseRef-scancode-other-permissive AND   
  Soundex AND   
  LicenseRef-fossology-Freeware",NOASSERTION
sourcegraph-enterprise-2018.license,SPDXRef-item4219,NOASSERTION,,"      
  LicenseRef-scancode-gitlab-ee AND   
  LicenseRef-fossology-MIT-style",NOASSERTION
spark-jive.license,SPDXRef-item3445,NOASSERTION,,"      
  LicenseRef-scancode-spark-jive AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
sparky.license,SPDXRef-item5224,NOASSERTION,,"  
  BSD-2-Clause AND       
  LicenseRef-scancode-sparky",NOASSERTION
speechworks-1.1.license,SPDXRef-item3566,NOASSERTION,,"      
  LicenseRef-scancode-speechworks-1.1 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  BSD-3-Clause",NOASSERTION
spell-checker-exception-lgpl-2.1-plus.license,SPDXRef-item5130,NOASSERTION,,"      
  LicenseRef-scancode-spell-exception-lgpl-2.1-plus AND   
  LGPL-2.1-or-later AND   
  i2p-gpl-java-exception AND   
  LGPL-2.1-only",NOASSERTION
spl-1.0.license,SPDXRef-item3269,NOASSERTION,,"  
  SPL-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
